X,Y,Predicted,Number of 1's,F1,F2,F3,F4,F5,F6,A2,Z2,A1,Z1
"[0, 1, 0, 0, 0, 0, 0, 0, 1, 1]",0,0,3,0,1,0,0,0,0,0.0,-15.53,"[1.29, 2.56, 0.0, 1.78, 0.0, 0.0, 0.31, 1.39, 0.0, 0.0]","[1.29, 2.56, -0.31, 1.78, -0.0, -3.6, 0.31, 1.39, -0.5, -0.29]"
"[0, 1, 0, 0, 0, 0, 0, 1, 0, 0]",0,0,2,0,1,0,0,0,0,0.0,-18.1,"[1.22, 0.0, 0.03, 0.9, 0.0, 0.96, 2.02, 1.96, 0.0, 0.0]","[1.22, -4.44, 0.03, 0.9, -0.0, 0.96, 2.02, 1.96, -0.06, -0.52]"
"[0, 1, 0, 0, 0, 0, 0, 1, 0, 1]",0,0,3,0,1,0,0,0,0,0.0,-19.89,"[1.2, 0.0, 0.0, 0.85, 0.0, 0.0, 2.33, 3.35, 0.0, 0.0]","[1.2, -1.88, -0.24, 0.85, -0.0, -2.64, 2.33, 3.35, -0.07, -0.54]"
"[0, 1, 0, 0, 0, 0, 0, 1, 1, 0]",0,0,3,0,1,0,0,0,0,0.0,-15.2,"[1.15, 0.0, 0.0, 1.62, 0.0, 0.0, 2.82, 2.05, 0.0, 0.0]","[1.15, -3.09, -0.02, 1.62, -0.0, -0.92, 2.82, 2.05, -0.49, -0.75]"
"[0, 1, 0, 0, 0, 0, 0, 1, 1, 1]",0,0,4,0,1,0,0,0,0,0.0,-23.14,"[1.12, 0.0, 0.0, 1.57, 0.0, 0.0, 3.13, 3.44, 0.0, 0.0]","[1.12, -0.53, -0.29, 1.57, -0.0, -4.52, 3.13, 3.44, -0.5, -0.77]"
"[0, 1, 0, 0, 0, 0, 1, 0, 0, 0]",0,0,2,0,1,0,0,0,0,0.0,-18.18,"[0.0, 0.0, 0.7, 0.52, 0.0, 2.61, 0.0, 1.41, 0.38, 0.82]","[-0.29, -3.36, 0.7, 0.52, -0.0, 2.61, -0.96, 1.41, 0.38, 0.82]"
"[0, 1, 0, 0, 0, 0, 1, 0, 0, 1]",0,0,3,0,1,0,0,0,0,0.0,-8.21,"[0.0, 0.0, 0.42, 0.47, 0.0, 0.0, 0.0, 2.8, 0.37, 0.8]","[-0.32, -0.8, 0.42, 0.47, -0.0, -0.99, -0.66, 2.8, 0.37, 0.8]"
"[0, 1, 0, 0, 0, 0, 1, 0, 1, 0]",0,0,3,0,1,0,0,0,0,0.0,-6.17,"[0.0, 0.0, 0.64, 1.23, 0.0, 0.73, 0.0, 1.5, 0.0, 0.59]","[-0.37, -2.01, 0.64, 1.23, -0.0, 0.73, -0.16, 1.5, -0.05, 0.59]"
"[0, 1, 0, 0, 0, 0, 1, 0, 1, 1]",0,0,4,0,1,0,0,0,0,0.0,-12.34,"[0.0, 0.55, 0.37, 1.19, 0.0, 0.0, 0.15, 2.89, 0.0, 0.57]","[-0.39, 0.55, 0.37, 1.19, -0.0, -2.87, 0.15, 2.89, -0.06, 0.57]"
"[0, 1, 0, 0, 0, 0, 1, 1, 0, 0]",0,0,3,0,1,0,0,0,0,0.0,-31.4,"[0.0, 0.0, 0.72, 0.31, 0.0, 1.7, 1.86, 3.45, 0.38, 0.34]","[-0.46, -6.45, 0.72, 0.31, -0.0, 1.7, 1.86, 3.45, 0.38, 0.34]"
"[0, 1, 0, 0, 0, 0, 1, 1, 0, 1]",0,0,4,0,1,0,0,0,0,0.0,-28.77,"[0.0, 0.0, 0.45, 0.26, 0.0, 0.0, 2.17, 4.84, 0.37, 0.31]","[-0.48, -3.89, 0.45, 0.26, -0.0, -1.91, 2.17, 4.84, 0.37, 0.31]"
"[0, 1, 0, 0, 0, 0, 1, 1, 1, 0]",0,0,4,0,1,0,0,0,0,0.0,-24.36,"[0.0, 0.0, 0.67, 1.02, 0.0, 0.0, 2.66, 3.54, 0.0, 0.1]","[-0.53, -5.1, 0.67, 1.02, -0.0, -0.19, 2.66, 3.54, -0.05, 0.1]"
"[0, 1, 0, 0, 0, 0, 1, 1, 1, 1]",0,0,5,0,1,0,0,0,0,0.0,-32.6,"[0.0, 0.0, 0.4, 0.98, 0.0, 0.0, 2.97, 4.93, 0.0, 0.08]","[-0.56, -2.54, 0.4, 0.98, -0.0, -3.79, 2.97, 4.93, -0.06, 0.08]"
"[0, 1, 0, 0, 0, 1, 0, 0, 0, 0]",0,0,2,0,1,0,0,0,1,0.01,-5.16,"[1.5, 0.0, 0.0, 0.38, 0.0, 0.0, 0.93, 1.57, 0.0, 0.0]","[1.5, -1.46, -0.23, 0.38, -0.0, -0.52, 0.93, 1.57, -0.05, -0.0]"
"[0, 1, 0, 0, 0, 1, 0, 0, 0, 1]",0,0,3,0,1,0,0,0,1,0.0,-19.85,"[1.48, 1.1, 0.0, 0.34, 0.0, 0.0, 1.24, 2.96, 0.0, 0.0]","[1.48, 1.1, -0.5, 0.34, -0.0, -4.12, 1.24, 2.96, -0.05, -0.02]"
"[0, 1, 0, 0, 0, 1, 0, 0, 1, 0]",0,0,3,0,1,0,0,0,1,0.0,-8.41,"[1.43, 0.0, 0.0, 1.1, 0.0, 0.0, 1.74, 1.66, 0.0, 0.0]","[1.43, -0.12, -0.28, 1.1, -0.0, -2.4, 1.74, 1.66, -0.48, -0.23]"
"[0, 1, 0, 0, 0, 1, 0, 0, 1, 1]",0,0,4,0,1,0,0,0,1,0.0,-31.39,"[1.4, 2.44, 0.0, 1.05, 0.0, 0.0, 2.04, 3.05, 0.0, 0.0]","[1.4, 2.44, -0.55, 1.05, -0.0, -6.01, 2.04, 3.05, -0.48, -0.25]"
"[0, 1, 0, 0, 0, 1, 0, 1, 0, 0]",0,0,3,0,1,0,0,0,1,0.0,-28.53,"[1.34, 0.0, 0.0, 0.17, 0.0, 0.0, 3.76, 3.62, 0.0, 0.0]","[1.34, -4.56, -0.2, 0.17, -0.0, -1.44, 3.76, 3.62, -0.04, -0.49]"
"[0, 1, 0, 0, 0, 1, 0, 1, 0, 1]",0,0,4,0,1,0,0,0,1,0.0,-36.47,"[1.31, 0.0, 0.0, 0.13, 0.0, 0.0, 4.06, 5.01, 0.0, 0.0]","[1.31, -2.0, -0.47, 0.13, -0.0, -5.04, 4.06, 5.01, -0.05, -0.51]"
"[0, 1, 0, 0, 0, 1, 0, 1, 1, 0]",0,0,4,0,1,0,0,0,1,0.0,-31.78,"[1.26, 0.0, 0.0, 0.89, 0.0, 0.0, 4.56, 3.71, 0.0, 0.0]","[1.26, -3.21, -0.25, 0.89, -0.0, -3.32, 4.56, 3.71, -0.47, -0.72]"
"[0, 1, 0, 0, 0, 1, 0, 1, 1, 1]",0,0,5,0,1,0,0,0,1,0.0,-39.72,"[1.24, 0.0, 0.0, 0.84, 0.0, 0.0, 4.86, 5.1, 0.0, 0.0]","[1.24, -0.65, -0.53, 0.84, -0.0, -6.93, 4.86, 5.1, -0.48, -0.74]"
"[0, 1, 0, 0, 0, 1, 1, 0, 0, 0]",0,0,3,0,1,0,0,0,1,0.0,-15.01,"[0.0, 0.0, 0.46, 0.0, 0.0, 0.21, 0.77, 3.07, 0.4, 0.85]","[-0.18, -3.47, 0.46, -0.21, -0.0, 0.21, 0.77, 3.07, 0.4, 0.85]"
"[0, 1, 0, 0, 0, 1, 1, 0, 0, 1]",0,0,4,0,1,0,0,0,1,0.0,-21.83,"[0.0, 0.0, 0.19, 0.0, 0.0, 0.0, 1.08, 4.46, 0.39, 0.83]","[-0.2, -0.91, 0.19, -0.26, -0.0, -3.39, 1.08, 4.46, 0.39, 0.83]"
"[0, 1, 0, 0, 0, 1, 1, 0, 1, 0]",0,0,4,0,1,0,0,0,1,0.0,-17.85,"[0.0, 0.0, 0.41, 0.51, 0.0, 0.0, 1.57, 3.16, 0.0, 0.62]","[-0.25, -2.13, 0.41, 0.51, -0.0, -1.67, 1.57, 3.16, -0.03, 0.62]"
"[0, 1, 0, 0, 0, 1, 1, 0, 1, 1]",0,0,5,0,1,0,0,0,1,0.0,-28.75,"[0.0, 0.43, 0.14, 0.46, 0.0, 0.0, 1.88, 4.55, 0.0, 0.6]","[-0.28, 0.43, 0.14, 0.46, -0.0, -5.27, 1.88, 4.55, -0.04, 0.6]"
"[0, 1, 0, 0, 0, 1, 1, 1, 0, 0]",0,0,4,0,1,0,0,0,1,0.0,-36.97,"[0.0, 0.0, 0.48, 0.0, 0.0, 0.0, 3.59, 5.12, 0.4, 0.37]","[-0.34, -6.57, 0.48, -0.42, -0.0, -0.71, 3.59, 5.12, 0.4, 0.37]"
"[0, 1, 0, 0, 0, 1, 1, 1, 0, 1]",0,0,5,0,1,0,0,0,1,0.0,-45.14,"[0.0, 0.0, 0.21, 0.0, 0.0, 0.0, 3.9, 6.51, 0.39, 0.35]","[-0.37, -4.01, 0.21, -0.47, -0.0, -4.31, 3.9, 6.51, 0.39, 0.35]"
"[0, 1, 0, 0, 0, 1, 1, 1, 1, 0]",0,0,5,0,1,0,0,0,1,0.0,-41.49,"[0.0, 0.0, 0.43, 0.3, 0.0, 0.0, 4.39, 5.21, 0.0, 0.14]","[-0.42, -5.22, 0.43, 0.3, -0.0, -2.59, 4.39, 5.21, -0.03, 0.14]"
"[0, 1, 0, 0, 0, 1, 1, 1, 1, 1]",0,0,6,0,1,0,0,0,1,0.0,-49.72,"[0.0, 0.0, 0.16, 0.25, 0.0, 0.0, 4.7, 6.6, 0.0, 0.12]","[-0.44, -2.66, 0.16, 0.25, -0.0, -6.19, 4.7, 6.6, -0.04, 0.12]"
"[0, 1, 0, 0, 1, 0, 0, 0, 0, 0]",0,0,2,0,1,0,0,1,0,0.0,-20.44,"[1.64, 0.0, 0.0, 0.53, 0.0, 4.29, 0.0, 0.0, 0.0, 0.03]","[1.64, -1.23, -0.17, 0.53, -0.0, 4.29, -2.54, -1.75, -0.01, 0.03]"
"[0, 1, 0, 0, 1, 0, 0, 0, 0, 1]",0,0,3,0,1,0,0,1,0,0.0,-5.7,"[1.62, 1.33, 0.0, 0.49, 0.0, 0.69, 0.0, 0.0, 0.0, 0.0]","[1.62, 1.33, -0.44, 0.49, -0.0, 0.69, -2.23, -0.37, -0.01, 0.0]"
"[0, 1, 0, 0, 1, 0, 0, 0, 1, 0]",0,0,3,0,1,0,0,1,0,0.0,-8.19,"[1.56, 0.12, 0.0, 1.25, 0.0, 2.4, 0.0, 0.0, 0.0, 0.0]","[1.56, 0.12, -0.22, 1.25, -0.0, 2.4, -1.74, -1.66, -0.44, -0.21]"
"[0, 1, 0, 0, 1, 0, 0, 0, 1, 1]",0,0,4,0,1,0,0,1,0,0.0,-8.67,"[1.54, 2.68, 0.0, 1.2, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[1.54, 2.68, -0.49, 1.2, -0.0, -1.2, -1.43, -0.28, -0.44, -0.23]"
"[0, 1, 0, 0, 1, 0, 0, 1, 0, 0]",0,0,3,0,1,0,0,1,0,0.0,-18.03,"[1.48, 0.0, 0.0, 0.32, 0.0, 3.37, 0.29, 0.29, 0.0, 0.0]","[1.48, -4.33, -0.14, 0.32, -0.0, 3.37, 0.29, 0.29, -0.0, -0.46]"
"[0, 1, 0, 0, 1, 0, 0, 1, 0, 1]",0,0,4,0,1,0,0,1,0,0.01,-4.37,"[1.45, 0.0, 0.0, 0.28, 0.0, 0.0, 0.59, 1.68, 0.0, 0.0]","[1.45, -1.77, -0.42, 0.28, -0.0, -0.23, 0.59, 1.68, -0.01, -0.48]"
"[0, 1, 0, 0, 1, 0, 0, 1, 1, 0]",0,0,4,0,1,0,0,1,0,0.0,-9.2,"[1.4, 0.0, 0.0, 1.04, 0.0, 1.48, 1.09, 0.38, 0.0, 0.0]","[1.4, -2.98, -0.19, 1.04, -0.0, 1.48, 1.09, 0.38, -0.43, -0.69]"
"[0, 1, 0, 0, 1, 0, 0, 1, 1, 1]",0,0,5,0,1,0,0,1,0,0.0,-7.62,"[1.37, 0.0, 0.0, 0.99, 0.0, 0.0, 1.39, 1.77, 0.0, 0.0]","[1.37, -0.42, -0.47, 0.99, -0.0, -2.12, 1.39, 1.77, -0.44, -0.71]"
"[0, 1, 0, 0, 1, 0, 1, 0, 0, 0]",0,0,3,0,1,0,0,1,0,0.0,-28.03,"[0.0, 0.0, 0.52, 0.0, 0.0, 5.02, 0.0, 0.0, 0.44, 0.88]","[-0.04, -3.24, 0.52, -0.06, -0.0, 5.02, -2.7, -0.26, 0.44, 0.88]"
"[0, 1, 0, 0, 1, 0, 1, 0, 0, 1]",0,0,4,0,1,0,0,1,0,0.0,-10.49,"[0.0, 0.0, 0.24, 0.0, 0.0, 1.42, 0.0, 1.13, 0.43, 0.86]","[-0.06, -0.68, 0.24, -0.11, -0.0, 1.42, -2.39, 1.13, 0.43, 0.86]"
"[0, 1, 0, 0, 1, 0, 1, 0, 1, 0]",0,0,4,0,1,0,0,1,0,0.0,-15.76,"[0.0, 0.0, 0.47, 0.66, 0.0, 3.13, 0.0, 0.0, 0.01, 0.65]","[-0.12, -1.89, 0.47, 0.66, -0.0, 3.13, -1.9, -0.17, 0.01, 0.65]"
"[0, 1, 0, 0, 1, 0, 1, 0, 1, 1]",0,0,5,0,1,0,0,1,0,0.0,-5.79,"[0.0, 0.67, 0.19, 0.61, 0.0, 0.0, 0.0, 1.22, 0.0, 0.63]","[-0.14, 0.67, 0.19, 0.61, -0.0, -0.47, -1.59, 1.22, -0.0, 0.63]"
"[0, 1, 0, 0, 1, 0, 1, 1, 0, 0]",0,0,4,0,1,0,0,1,0,0.0,-31.61,"[0.0, 0.0, 0.54, 0.0, 0.0, 4.1, 0.12, 1.79, 0.44, 0.4]","[-0.21, -6.34, 0.54, -0.27, -0.0, 4.1, 0.12, 1.79, 0.44, 0.4]"
"[0, 1, 0, 0, 1, 0, 1, 1, 0, 1]",0,0,5,0,1,0,0,1,0,0.0,-16.68,"[0.0, 0.0, 0.27, 0.0, 0.0, 0.5, 0.43, 3.18, 0.43, 0.38]","[-0.23, -3.78, 0.27, -0.32, -0.0, 0.5, 0.43, 3.18, 0.43, 0.38]"
"[0, 1, 0, 0, 1, 0, 1, 1, 1, 0]",0,0,5,0,1,0,0,1,0,0.0,-23.83,"[0.0, 0.0, 0.49, 0.45, 0.0, 2.22, 0.92, 1.88, 0.01, 0.17]","[-0.28, -4.99, 0.49, 0.45, -0.0, 2.22, 0.92, 1.88, 0.01, 0.17]"
"[0, 1, 0, 0, 1, 0, 1, 1, 1, 1]",0,0,6,0,1,0,0,1,0,0.0,-17.86,"[0.0, 0.0, 0.22, 0.4, 0.0, 0.0, 1.23, 3.27, 0.0, 0.15]","[-0.31, -2.43, 0.22, 0.4, -0.0, -1.39, 1.23, 3.27, 0.0, 0.15]"
"[0, 1, 0, 0, 1, 1, 0, 0, 0, 0]",0,0,3,0,1,0,0,1,1,0.0,-5.47,"[1.76, 0.0, 0.0, 0.0, 0.0, 1.88, 0.0, 0.0, 0.01, 0.06]","[1.76, -1.35, -0.41, -0.19, -0.0, 1.88, -0.8, -0.09, 0.01, 0.06]"
"[0, 1, 0, 0, 1, 1, 0, 0, 0, 1]",0,0,4,0,1,0,0,1,1,0.0,-6.9,"[1.73, 1.21, 0.0, 0.0, 0.0, 0.0, 0.0, 1.3, 0.01, 0.04]","[1.73, 1.21, -0.68, -0.24, -0.0, -1.72, -0.49, 1.3, 0.01, 0.04]"
"[0, 1, 0, 0, 1, 1, 0, 0, 1, 0]",1,1,4,0,1,0,0,1,1,1.0,7.11,"[1.68, 0.0, 0.0, 0.52, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[1.68, -0.0, -0.46, 0.52, -0.0, -0.0, -0.0, -0.0, -0.42, -0.17]"
"[0, 1, 0, 0, 1, 1, 0, 0, 1, 1]",0,0,5,0,1,0,0,1,1,0.0,-16.58,"[1.65, 2.56, 0.0, 0.48, 0.0, 0.0, 0.31, 1.39, 0.0, 0.0]","[1.65, 2.56, -0.73, 0.48, -0.0, -3.6, 0.31, 1.39, -0.42, -0.19]"
"[0, 1, 0, 0, 1, 1, 0, 1, 0, 0]",0,0,4,0,1,0,0,1,1,0.0,-18.54,"[1.59, 0.0, 0.0, 0.0, 0.0, 0.96, 2.02, 1.96, 0.02, 0.0]","[1.59, -4.44, -0.38, -0.4, -0.0, 0.96, 2.02, 1.96, 0.02, -0.42]"
"[0, 1, 0, 0, 1, 1, 0, 1, 0, 1]",0,0,5,0,1,0,0,1,1,0.0,-20.23,"[1.57, 0.0, 0.0, 0.0, 0.0, 0.0, 2.33, 3.35, 0.01, 0.0]","[1.57, -1.88, -0.65, -0.45, -0.0, -2.64, 2.33, 3.35, 0.01, -0.44]"
"[0, 1, 0, 0, 1, 1, 0, 1, 1, 0]",0,0,5,0,1,0,0,1,1,0.0,-16.26,"[1.51, 0.0, 0.0, 0.31, 0.0, 0.0, 2.82, 2.05, 0.0, 0.0]","[1.51, -3.09, -0.43, 0.31, -0.0, -0.92, 2.82, 2.05, -0.41, -0.65]"
"[0, 1, 0, 0, 1, 1, 0, 1, 1, 1]",0,0,6,0,1,0,0,1,1,0.0,-24.2,"[1.49, 0.0, 0.0, 0.27, 0.0, 0.0, 3.13, 3.43, 0.0, 0.0]","[1.49, -0.53, -0.7, 0.27, -0.0, -4.52, 3.13, 3.43, -0.42, -0.67]"
"[0, 1, 0, 0, 1, 1, 1, 0, 0, 0]",0,0,4,0,1,0,0,1,1,0.0,-19.05,"[0.08, 0.0, 0.28, 0.0, 0.0, 2.61, 0.0, 1.41, 0.46, 0.92]","[0.08, -3.36, 0.28, -0.79, -0.0, 2.61, -0.96, 1.41, 0.46, 0.92]"
"[0, 1, 0, 0, 1, 1, 1, 0, 0, 1]",0,0,5,0,1,0,0,1,1,0.0,-9.07,"[0.05, 0.0, 0.01, 0.0, 0.0, 0.0, 0.0, 2.8, 0.45, 0.9]","[0.05, -0.8, 0.01, -0.84, -0.0, -0.99, -0.66, 2.8, 0.45, 0.9]"
"[0, 1, 0, 0, 1, 1, 1, 0, 1, 0]",0,0,5,0,1,0,0,1,1,0.0,-8.42,"[0.0, 0.0, 0.23, 0.0, 0.0, 0.73, 0.0, 1.5, 0.03, 0.69]","[-0.0, -2.01, 0.23, -0.07, -0.0, 0.73, -0.16, 1.5, 0.03, 0.69]"
"[0, 1, 0, 0, 1, 1, 1, 0, 1, 1]",0,0,6,0,1,0,0,1,1,0.0,-14.47,"[0.0, 0.55, 0.0, 0.0, 0.0, 0.0, 0.14, 2.89, 0.02, 0.67]","[-0.03, 0.55, -0.04, -0.12, -0.0, -2.87, 0.14, 2.89, 0.02, 0.67]"
"[0, 1, 0, 0, 1, 1, 1, 1, 0, 0]",0,0,5,0,1,0,0,1,1,0.0,-32.14,"[0.0, 0.0, 0.3, 0.0, 0.0, 1.69, 1.86, 3.45, 0.46, 0.44]","[-0.09, -6.45, 0.3, -1.0, -0.0, 1.69, 1.86, 3.45, 0.46, 0.44]"
"[0, 1, 0, 0, 1, 1, 1, 1, 0, 1]",0,0,6,0,1,0,0,1,1,0.0,-29.44,"[0.0, 0.0, 0.03, 0.0, 0.0, 0.0, 2.17, 4.84, 0.45, 0.42]","[-0.11, -3.89, 0.03, -1.05, -0.0, -1.91, 2.17, 4.84, 0.45, 0.42]"
"[0, 1, 0, 0, 1, 1, 1, 1, 1, 0]",0,0,6,0,1,0,0,1,1,0.0,-26.28,"[0.0, 0.0, 0.25, 0.0, 0.0, 0.0, 2.66, 3.54, 0.03, 0.21]","[-0.17, -5.1, 0.25, -0.28, -0.0, -0.19, 2.66, 3.54, 0.03, 0.21]"
"[0, 1, 0, 0, 1, 1, 1, 1, 1, 1]",0,0,7,0,1,0,0,1,1,0.0,-34.42,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 2.97, 4.93, 0.02, 0.18]","[-0.19, -2.54, -0.02, -0.33, -0.0, -3.79, 2.97, 4.93, 0.02, 0.18]"
"[0, 1, 0, 1, 0, 0, 0, 0, 0, 0]",0,0,2,0,1,0,1,0,0,0.0,-5.5,"[0.0, 0.66, 0.84, 0.73, 0.0, 1.15, 0.0, 0.0, 0.45, 1.05]","[-0.15, 0.66, 0.84, 0.73, -0.0, 1.15, -0.64, -1.59, 0.45, 1.05]"
"[0, 1, 0, 1, 0, 0, 0, 0, 0, 1]",0,0,3,0,1,0,1,0,0,0.0,-14.31,"[0.0, 3.22, 0.57, 0.68, 0.0, 0.0, 0.0, 0.0, 0.44, 1.03]","[-0.18, 3.22, 0.57, 0.68, -0.0, -2.45, -0.33, -0.2, 0.44, 1.03]"
"[0, 1, 0, 1, 0, 0, 0, 0, 1, 0]",0,0,3,0,1,0,1,0,0,0.0,-6.88,"[0.0, 2.01, 0.79, 1.45, 0.0, 0.0, 0.16, 0.0, 0.02, 0.82]","[-0.23, 2.01, 0.79, 1.45, -0.0, -0.73, 0.16, -1.5, 0.02, 0.82]"
"[0, 1, 0, 1, 0, 0, 0, 0, 1, 1]",0,0,4,0,1,0,1,0,0,0.0,-24.52,"[0.0, 4.57, 0.52, 1.4, 0.0, 0.0, 0.47, 0.0, 0.01, 0.8]","[-0.26, 4.57, 0.52, 1.4, -0.0, -4.33, 0.47, -0.11, 0.01, 0.8]"
"[0, 1, 0, 1, 0, 0, 0, 1, 0, 0]",0,0,3,0,1,0,1,0,0,0.0,-8.91,"[0.0, 0.0, 0.87, 0.52, 0.0, 0.23, 2.18, 0.46, 0.45, 0.57]","[-0.32, -2.43, 0.87, 0.52, -0.0, 0.23, 2.18, 0.46, 0.45, 0.57]"
"[0, 1, 0, 1, 0, 0, 0, 1, 0, 1]",0,0,4,0,1,0,1,0,0,0.0,-16.44,"[0.0, 0.13, 0.59, 0.47, 0.0, 0.0, 2.49, 1.85, 0.45, 0.55]","[-0.34, 0.13, 0.59, 0.47, -0.0, -3.37, 2.49, 1.85, 0.45, 0.55]"
"[0, 1, 0, 1, 0, 0, 0, 1, 1, 0]",0,0,4,0,1,0,1,0,0,0.0,-11.29,"[0.0, 0.0, 0.82, 1.24, 0.0, 0.0, 2.98, 0.55, 0.02, 0.34]","[-0.4, -1.08, 0.82, 1.24, -0.0, -1.65, 2.98, 0.55, 0.02, 0.34]"
"[0, 1, 0, 1, 0, 0, 0, 1, 1, 1]",0,0,5,0,1,0,1,0,0,0.0,-28.62,"[0.0, 1.48, 0.54, 1.19, 0.0, 0.0, 3.29, 1.94, 0.02, 0.32]","[-0.42, 1.48, 0.54, 1.19, -0.0, -5.25, 3.29, 1.94, 0.02, 0.32]"
"[0, 1, 0, 1, 0, 0, 1, 0, 0, 0]",0,0,3,0,1,0,1,0,0,0.01,-4.47,"[0.0, 0.0, 1.53, 0.13, 0.0, 1.88, 0.0, 0.0, 0.89, 1.91]","[-1.84, -1.35, 1.53, 0.13, -0.0, 1.88, -0.8, -0.09, 0.89, 1.91]"
"[0, 1, 0, 1, 0, 0, 1, 0, 0, 1]",0,0,4,0,1,0,1,0,0,0.0,-6.23,"[0.0, 1.21, 1.26, 0.08, 0.0, 0.0, 0.0, 1.3, 0.89, 1.89]","[-1.86, 1.21, 1.26, 0.08, -0.0, -1.72, -0.49, 1.3, 0.89, 1.89]"
"[0, 1, 0, 1, 0, 0, 1, 0, 1, 0]",1,1,4,0,1,0,1,0,0,1.0,7.89,"[0.0, 0.0, 1.48, 0.85, 0.0, 0.0, 0.0, 0.0, 0.46, 1.68]","[-1.91, -0.0, 1.48, 0.85, -0.0, -0.0, 0.0, -0.0, 0.46, 1.68]"
"[0, 1, 0, 1, 0, 0, 1, 0, 1, 1]",0,0,5,0,1,0,1,0,0,0.0,-16.09,"[0.0, 2.56, 1.2, 0.8, 0.0, 0.0, 0.31, 1.39, 0.46, 1.66]","[-1.94, 2.56, 1.2, 0.8, -0.01, -3.6, 0.31, 1.39, 0.46, 1.66]"
"[0, 1, 0, 1, 0, 0, 1, 1, 0, 0]",0,0,4,0,1,0,1,0,0,0.0,-17.92,"[0.0, 0.0, 1.55, 0.0, 0.0, 0.96, 2.02, 1.96, 0.9, 1.43]","[-2.0, -4.44, 1.55, -0.08, -0.0, 0.96, 2.02, 1.96, 0.9, 1.43]"
"[0, 1, 0, 1, 0, 0, 1, 1, 0, 1]",0,0,5,0,1,0,1,0,0,0.0,-19.9,"[0.0, 0.0, 1.28, 0.0, 0.0, 0.0, 2.33, 3.35, 0.89, 1.4]","[-2.03, -1.88, 1.28, -0.13, -0.0, -2.64, 2.33, 3.35, 0.89, 1.4]"
"[0, 1, 0, 1, 0, 0, 1, 1, 1, 0]",0,0,5,0,1,0,1,0,0,0.0,-15.74,"[0.0, 0.0, 1.5, 0.64, 0.0, 0.0, 2.82, 2.05, 0.47, 1.19]","[-2.08, -3.09, 1.5, 0.64, -0.0, -0.92, 2.82, 2.05, 0.47, 1.19]"
"[0, 1, 0, 1, 0, 0, 1, 1, 1, 1]",0,0,6,0,1,0,1,0,0,0.0,-23.98,"[0.0, 0.0, 1.23, 0.59, 0.0, 0.0, 3.13, 3.44, 0.46, 1.17]","[-2.1, -0.53, 1.23, 0.59, -0.01, -4.52, 3.13, 3.44, 0.46, 1.17]"
"[0, 1, 0, 1, 0, 1, 0, 0, 0, 0]",0,0,3,0,1,0,1,0,1,0.01,-4.24,"[0.0, 0.55, 0.61, 0.0, 0.0, 0.0, 1.1, 0.07, 0.47, 1.09]","[-0.04, 0.55, 0.61, 0.0, -0.0, -1.25, 1.1, 0.07, 0.47, 1.09]"
"[0, 1, 0, 1, 0, 1, 0, 0, 0, 1]",0,0,4,0,1,0,1,0,1,0.0,-28.16,"[0.0, 3.11, 0.33, 0.0, 0.0, 0.0, 1.4, 1.46, 0.46, 1.07]","[-0.06, 3.11, 0.33, -0.05, -0.0, -4.85, 1.4, 1.46, 0.46, 1.07]"
"[0, 1, 0, 1, 0, 1, 0, 0, 1, 0]",0,0,4,0,1,0,1,0,1,0.0,-16.41,"[0.0, 1.89, 0.55, 0.72, 0.0, 0.0, 1.9, 0.16, 0.04, 0.86]","[-0.12, 1.89, 0.55, 0.72, -0.0, -3.14, 1.9, 0.16, 0.04, 0.86]"
"[0, 1, 0, 1, 0, 1, 0, 0, 1, 1]",0,0,5,0,1,0,1,0,1,0.0,-40.41,"[0.0, 4.45, 0.28, 0.67, 0.0, 0.0, 2.2, 1.55, 0.03, 0.84]","[-0.14, 4.45, 0.28, 0.67, -0.0, -6.74, 2.2, 1.55, 0.03, 0.84]"
"[0, 1, 0, 1, 0, 1, 0, 1, 0, 0]",0,0,4,0,1,0,1,0,1,0.0,-24.18,"[0.0, 0.0, 0.63, 0.0, 0.0, 0.0, 3.92, 2.12, 0.47, 0.6]","[-0.2, -2.55, 0.63, -0.21, -0.0, -2.17, 3.92, 2.12, 0.47, 0.6]"
"[0, 1, 0, 1, 0, 1, 0, 1, 0, 1]",0,0,5,0,1,0,1,0,1,0.0,-32.42,"[0.0, 0.01, 0.36, 0.0, 0.0, 0.0, 4.23, 3.51, 0.47, 0.58]","[-0.23, 0.01, 0.36, -0.26, -0.0, -5.77, 4.23, 3.51, 0.47, 0.58]"
"[0, 1, 0, 1, 0, 1, 0, 1, 1, 0]",0,0,5,0,1,0,1,0,1,0.0,-28.39,"[0.0, 0.0, 0.58, 0.51, 0.0, 0.0, 4.72, 2.21, 0.04, 0.37]","[-0.28, -1.2, 0.58, 0.51, -0.0, -4.06, 4.72, 2.21, 0.04, 0.37]"
"[0, 1, 0, 1, 0, 1, 0, 1, 1, 1]",0,0,6,0,1,0,1,0,1,0.0,-45.0,"[0.0, 1.36, 0.31, 0.46, 0.0, 0.0, 5.03, 3.6, 0.04, 0.35]","[-0.31, 1.36, 0.31, 0.46, -0.0, -7.66, 5.03, 3.6, 0.04, 0.35]"
