X,Y,Predicted,Number of 1's,F1,F2,F3,F4,F5,F6,A2,Z2,A1,Z1
"[0, 1, 1, 0, 0, 1, 1, 0, 0, 0]",0,0,4,0,1,1,0,0,1,0.0,-42.55,"[10.44, 6.21, 3.49, 6.01]","[10.44, 6.21, 3.49, 6.01]"
"[0, 1, 1, 0, 0, 1, 1, 0, 0, 1]",0,0,5,0,1,1,0,0,1,0.0,-24.35,"[3.94, 1.62, 1.15, 2.96]","[3.94, 1.62, 1.15, 2.96]"
"[0, 1, 1, 0, 0, 1, 1, 0, 1, 0]",0,0,5,0,1,1,0,0,1,0.0,-36.06,"[8.56, 5.32, 2.77, 4.93]","[8.56, 5.32, 2.77, 4.93]"
"[0, 1, 1, 0, 0, 1, 1, 0, 1, 1]",0,0,6,0,1,1,0,0,1,0.0,-17.86,"[2.05, 0.74, 0.44, 1.88]","[2.05, 0.74, 0.44, 1.88]"
"[0, 1, 1, 0, 0, 1, 1, 1, 0, 0]",0,0,5,0,1,1,0,0,1,0.0,-28.9,"[6.62, 4.53, 1.98, 3.81]","[6.62, 4.53, 1.98, 3.81]"
"[0, 1, 1, 0, 0, 1, 1, 1, 0, 1]",0,0,6,0,1,1,0,0,1,0.0,-7.79,"[0.11, 0.0, 0.0, 0.76]","[0.11, -0.06, -0.36, 0.76]"
"[0, 1, 1, 0, 0, 1, 1, 1, 1, 0]",0,0,6,0,1,1,0,0,1,0.0,-22.41,"[4.74, 3.65, 1.26, 2.73]","[4.74, 3.65, 1.26, 2.73]"
"[0, 1, 1, 0, 0, 1, 1, 1, 1, 1]",0,0,7,0,1,1,0,0,1,0.0,-12.9,"[0.0, 0.0, 0.0, 0.0]","[-1.77, -0.94, -1.08, -0.32]"
"[0, 1, 1, 0, 1, 0, 0, 0, 0, 0]",0,0,3,0,1,1,0,1,0,0.0,-39.75,"[8.54, 5.42, 2.1, 4.94]","[8.54, 5.42, 2.1, 4.94]"
"[0, 1, 1, 0, 1, 0, 0, 0, 0, 1]",0,0,4,0,1,1,0,1,0,0.0,-19.86,"[2.04, 0.83, 0.0, 1.89]","[2.04, 0.83, -0.24, 1.89]"
"[0, 1, 1, 0, 1, 0, 0, 0, 1, 0]",0,0,4,0,1,1,0,1,0,0.0,-33.25,"[6.66, 4.54, 1.38, 3.86]","[6.66, 4.54, 1.38, 3.86]"
"[0, 1, 1, 0, 1, 0, 0, 0, 1, 1]",0,0,5,0,1,1,0,1,0,0.0,-7.98,"[0.15, 0.0, 0.0, 0.8]","[0.15, -0.05, -0.96, 0.8]"
"[0, 1, 1, 0, 1, 0, 0, 1, 0, 0]",0,0,4,0,1,1,0,1,0,0.0,-26.09,"[4.72, 3.74, 0.58, 2.74]","[4.72, 3.74, 0.58, 2.74]"
"[0, 1, 1, 0, 1, 0, 0, 1, 0, 1]",0,0,5,0,1,1,0,1,0,0.0,-12.9,"[0.0, 0.0, 0.0, 0.0]","[-1.79, -0.84, -1.75, -0.31]"
"[0, 1, 1, 0, 1, 0, 0, 1, 1, 0]",0,0,5,0,1,1,0,1,0,0.0,-18.66,"[2.84, 2.86, 0.0, 1.66]","[2.84, 2.86, -0.14, 1.66]"
"[0, 1, 1, 0, 1, 0, 0, 1, 1, 1]",0,0,6,0,1,1,0,1,0,0.0,-12.9,"[0.0, 0.0, 0.0, 0.0]","[-3.67, -1.73, -2.47, -1.4]"
"[0, 1, 1, 0, 1, 0, 1, 0, 0, 0]",0,0,4,0,1,1,0,1,0,0.0,-67.16,"[16.12, 8.78, 5.07, 9.25]","[16.12, 8.78, 5.07, 9.25]"
"[0, 1, 1, 0, 1, 0, 1, 0, 0, 1]",0,0,5,0,1,1,0,1,0,0.0,-48.97,"[9.61, 4.19, 2.74, 6.19]","[9.61, 4.19, 2.74, 6.19]"
"[0, 1, 1, 0, 1, 0, 1, 0, 1, 0]",0,0,5,0,1,1,0,1,0,0.0,-60.67,"[14.24, 7.89, 4.35, 8.16]","[14.24, 7.89, 4.35, 8.16]"
"[0, 1, 1, 0, 1, 0, 1, 0, 1, 1]",0,0,6,0,1,1,0,1,0,0.0,-42.48,"[7.73, 3.3, 2.02, 5.11]","[7.73, 3.3, 2.02, 5.11]"
"[0, 1, 1, 0, 1, 0, 1, 1, 0, 0]",0,0,5,0,1,1,0,1,0,0.0,-53.51,"[12.3, 7.1, 3.56, 7.05]","[12.3, 7.1, 3.56, 7.05]"
"[0, 1, 1, 0, 1, 0, 1, 1, 0, 1]",0,0,6,0,1,1,0,1,0,0.0,-35.32,"[5.79, 2.51, 1.22, 3.99]","[5.79, 2.51, 1.22, 3.99]"
"[0, 1, 1, 0, 1, 0, 1, 1, 1, 0]",0,0,6,0,1,1,0,1,0,0.0,-47.02,"[10.41, 6.22, 2.84, 5.96]","[10.41, 6.22, 2.84, 5.96]"
"[0, 1, 1, 0, 1, 0, 1, 1, 1, 1]",0,0,7,0,1,1,0,1,0,0.0,-28.82,"[3.91, 1.63, 0.5, 2.91]","[3.91, 1.63, 0.5, 2.91]"
"[0, 1, 1, 0, 1, 1, 0, 0, 0, 0]",0,0,4,0,1,1,0,1,1,0.0,-28.95,"[5.7, 4.33, 0.0, 4.01]","[5.7, 4.33, -1.03, 4.01]"
"[0, 1, 1, 0, 1, 1, 0, 0, 0, 1]",0,0,5,0,1,1,0,1,1,0.01,-4.41,"[0.0, 0.0, 0.0, 0.95]","[-0.8, -0.26, -3.37, 0.95]"
"[0, 1, 1, 0, 1, 1, 0, 0, 1, 0]",0,0,5,0,1,1,0,1,1,0.0,-17.46,"[3.82, 3.45, 0.0, 2.92]","[3.82, 3.45, -1.75, 2.92]"
"[0, 1, 1, 0, 1, 1, 0, 0, 1, 1]",0,0,6,0,1,1,0,1,1,0.0,-12.9,"[0.0, 0.0, 0.0, 0.0]","[-2.69, -1.14, -4.09, -0.13]"
"[0, 1, 1, 0, 1, 1, 0, 1, 0, 0]",0,0,5,0,1,1,0,1,1,0.01,-4.79,"[1.88, 2.65, 0.0, 1.81]","[1.88, 2.65, -2.54, 1.81]"
"[0, 1, 1, 0, 1, 1, 0, 1, 0, 1]",0,0,6,0,1,1,0,1,1,0.0,-12.9,"[0.0, 0.0, 0.0, 0.0]","[-4.63, -1.93, -4.88, -1.25]"
"[0, 1, 1, 0, 1, 1, 0, 1, 1, 0]",1,1,6,0,1,1,0,1,1,1.0,6.68,"[0.0, 1.77, 0.0, 0.72]","[-0.0, 1.77, -3.26, 0.72]"
"[0, 1, 1, 0, 1, 1, 0, 1, 1, 1]",0,0,7,0,1,1,0,1,1,0.0,-12.9,"[0.0, 0.0, 0.0, 0.0]","[-6.51, -2.82, -5.6, -2.33]"
"[0, 1, 1, 0, 1, 1, 1, 0, 0, 0]",0,0,5,0,1,1,0,1,1,0.0,-63.53,"[13.28, 7.69, 1.95, 8.31]","[13.28, 7.69, 1.95, 8.31]"
"[0, 1, 1, 0, 1, 1, 1, 0, 0, 1]",0,0,6,0,1,1,0,1,1,0.0,-42.62,"[6.77, 3.1, 0.0, 5.26]","[6.77, 3.1, -0.39, 5.26]"
"[0, 1, 1, 0, 1, 1, 1, 0, 1, 0]",0,0,6,0,1,1,0,1,1,0.0,-57.04,"[11.4, 6.8, 1.23, 7.23]","[11.4, 6.8, 1.23, 7.23]"
"[0, 1, 1, 0, 1, 1, 1, 0, 1, 1]",0,0,7,0,1,1,0,1,1,0.0,-31.13,"[4.89, 2.22, 0.0, 4.18]","[4.89, 2.22, -1.11, 4.18]"
"[0, 1, 1, 0, 1, 1, 1, 1, 0, 0]",0,0,6,0,1,1,0,1,1,0.0,-49.88,"[9.46, 6.01, 0.43, 6.11]","[9.46, 6.01, 0.43, 6.11]"
"[0, 1, 1, 0, 1, 1, 1, 1, 0, 1]",0,0,7,0,1,1,0,1,1,0.0,-18.45,"[2.95, 1.42, 0.0, 3.06]","[2.95, 1.42, -1.9, 3.06]"
"[0, 1, 1, 0, 1, 1, 1, 1, 1, 0]",0,0,7,0,1,1,0,1,1,0.0,-41.41,"[7.58, 5.13, 0.0, 5.03]","[7.58, 5.13, -0.28, 5.03]"
"[0, 1, 1, 0, 1, 1, 1, 1, 1, 1]",0,0,8,0,1,1,0,1,1,0.0,-6.97,"[1.07, 0.54, 0.0, 1.98]","[1.07, 0.54, -2.62, 1.98]"
"[0, 1, 1, 1, 0, 0, 0, 0, 0, 0]",0,0,3,0,1,1,1,0,0,0.02,-4.17,"[0.0, 0.57, 0.65, 0.0]","[-1.87, 0.57, 0.65, -1.68]"
"[0, 1, 1, 1, 0, 0, 0, 0, 0, 1]",0,0,4,0,1,1,1,0,0,0.0,-12.9,"[0.0, 0.0, 0.0, 0.0]","[-8.38, -4.02, -1.69, -4.73]"
"[0, 1, 1, 1, 0, 0, 0, 0, 1, 0]",0,0,4,0,1,1,1,0,0,0.0,-12.9,"[0.0, 0.0, 0.0, 0.0]","[-3.76, -0.31, -0.07, -2.76]"
"[0, 1, 1, 1, 0, 0, 0, 0, 1, 1]",0,0,5,0,1,1,1,0,0,0.0,-12.9,"[0.0, 0.0, 0.0, 0.0]","[-10.26, -4.9, -2.41, -5.82]"
"[0, 1, 1, 1, 0, 0, 0, 1, 0, 0]",0,0,4,0,1,1,1,0,0,0.0,-12.9,"[0.0, 0.0, 0.0, 0.0]","[-5.69, -1.11, -0.87, -3.88]"
"[0, 1, 1, 1, 0, 0, 0, 1, 0, 1]",0,0,5,0,1,1,1,0,0,0.0,-12.9,"[0.0, 0.0, 0.0, 0.0]","[-12.2, -5.69, -3.2, -6.93]"
"[0, 1, 1, 1, 0, 0, 0, 1, 1, 0]",0,0,5,0,1,1,1,0,0,0.0,-12.9,"[0.0, 0.0, 0.0, 0.0]","[-7.58, -1.99, -1.58, -4.96]"
"[0, 1, 1, 1, 0, 0, 0, 1, 1, 1]",0,0,6,0,1,1,1,0,0,0.0,-12.9,"[0.0, 0.0, 0.0, 0.0]","[-14.09, -6.58, -3.92, -8.02]"
"[0, 1, 1, 1, 0, 0, 1, 0, 0, 0]",0,0,4,0,1,1,1,0,0,0.0,-19.06,"[5.71, 3.93, 3.62, 2.63]","[5.71, 3.93, 3.62, 2.63]"
"[0, 1, 1, 1, 0, 0, 1, 0, 0, 1]",0,0,5,0,1,1,1,0,0,0.02,-3.96,"[0.0, 0.0, 1.29, 0.0]","[-0.8, -0.66, 1.29, -0.43]"
"[0, 1, 1, 1, 0, 0, 1, 0, 1, 0]",0,0,5,0,1,1,1,0,0,0.0,-12.57,"[3.82, 3.04, 2.91, 1.54]","[3.82, 3.04, 2.91, 1.54]"
"[0, 1, 1, 1, 0, 0, 1, 0, 1, 1]",0,0,6,0,1,1,1,0,0,0.0,-8.95,"[0.0, 0.0, 0.57, 0.0]","[-2.69, -1.55, 0.57, -1.51]"
"[0, 1, 1, 1, 0, 0, 1, 1, 0, 0]",0,0,5,0,1,1,1,0,0,0.0,-5.41,"[1.88, 2.25, 2.11, 0.43]","[1.88, 2.25, 2.11, 0.43]"
"[0, 1, 1, 1, 0, 0, 1, 1, 0, 1]",0,0,6,0,1,1,1,0,0,0.0,-12.9,"[0.0, 0.0, 0.0, 0.0]","[-4.62, -2.34, -0.23, -2.63]"
"[0, 1, 1, 1, 0, 0, 1, 1, 1, 0]",1,1,6,0,1,1,1,0,0,1.0,6.92,"[0.0, 1.37, 1.39, 0.0]","[-0.0, 1.37, 1.39, -0.66]"
"[0, 1, 1, 1, 0, 0, 1, 1, 1, 1]",0,0,7,0,1,1,1,0,0,0.0,-12.9,"[0.0, 0.0, 0.0, 0.0]","[-6.51, -3.22, -0.94, -3.71]"
"[0, 1, 1, 1, 0, 1, 0, 0, 0, 0]",0,0,4,0,1,1,1,0,1,0.0,-12.9,"[0.0, 0.0, 0.0, 0.0]","[-4.71, -0.52, -2.48, -2.61]"
"[0, 1, 1, 1, 0, 1, 0, 0, 0, 1]",0,0,5,0,1,1,1,0,1,0.0,-12.9,"[0.0, 0.0, 0.0, 0.0]","[-11.22, -5.11, -4.82, -5.67]"
"[0, 1, 1, 1, 0, 1, 0, 0, 1, 0]",0,0,5,0,1,1,1,0,1,0.0,-12.9,"[0.0, 0.0, 0.0, 0.0]","[-6.59, -1.4, -3.2, -3.7]"
"[0, 1, 1, 1, 0, 1, 0, 0, 1, 1]",0,0,6,0,1,1,1,0,1,0.0,-12.9,"[0.0, 0.0, 0.0, 0.0]","[-13.1, -5.99, -5.54, -6.75]"
"[0, 1, 1, 1, 0, 1, 0, 1, 0, 0]",0,0,5,0,1,1,1,0,1,0.0,-12.9,"[0.0, 0.0, 0.0, 0.0]","[-8.53, -2.2, -3.99, -4.81]"
"[0, 1, 1, 1, 0, 1, 0, 1, 0, 1]",0,0,6,0,1,1,1,0,1,0.0,-12.9,"[0.0, 0.0, 0.0, 0.0]","[-15.04, -6.78, -6.33, -7.87]"
"[0, 1, 1, 1, 0, 1, 0, 1, 1, 0]",0,0,6,0,1,1,1,0,1,0.0,-12.9,"[0.0, 0.0, 0.0, 0.0]","[-10.42, -3.08, -4.71, -5.9]"
"[0, 1, 1, 1, 0, 1, 0, 1, 1, 1]",0,0,7,0,1,1,1,0,1,0.0,-12.9,"[0.0, 0.0, 0.0, 0.0]","[-16.93, -7.67, -7.05, -8.95]"
"[0, 1, 1, 1, 0, 1, 1, 0, 0, 0]",0,0,5,0,1,1,1,0,1,0.0,-15.43,"[2.87, 2.84, 0.5, 1.69]","[2.87, 2.84, 0.5, 1.69]"
"[0, 1, 1, 1, 0, 1, 1, 0, 0, 1]",0,0,6,0,1,1,1,0,1,0.0,-12.9,"[0.0, 0.0, 0.0, 0.0]","[-3.64, -1.75, -1.84, -1.36]"
"[0, 1, 1, 1, 0, 1, 1, 0, 1, 0]",0,0,6,0,1,1,1,0,1,0.0,-7.4,"[0.98, 1.95, 0.0, 0.61]","[0.98, 1.95, -0.22, 0.61]"
"[0, 1, 1, 1, 0, 1, 1, 0, 1, 1]",0,0,7,0,1,1,1,0,1,0.0,-12.9,"[0.0, 0.0, 0.0, 0.0]","[-5.53, -2.64, -2.56, -2.44]"
"[0, 1, 1, 1, 0, 1, 1, 1, 0, 0]",0,0,6,0,1,1,1,0,1,0.01,-4.28,"[0.0, 1.16, 0.0, 0.0]","[-0.96, 1.16, -1.01, -0.51]"
"[0, 1, 1, 1, 0, 1, 1, 1, 0, 1]",0,0,7,0,1,1,1,0,1,0.0,-12.9,"[0.0, 0.0, 0.0, 0.0]","[-7.46, -3.43, -3.35, -3.56]"
"[0, 1, 1, 1, 0, 1, 1, 1, 1, 0]",0,0,7,0,1,1,1,0,1,0.0,-10.84,"[0.0, 0.28, 0.0, 0.0]","[-2.84, 0.28, -1.73, -1.59]"
"[0, 1, 1, 1, 0, 1, 1, 1, 1, 1]",0,0,8,0,1,1,1,0,1,0.0,-12.9,"[0.0, 0.0, 0.0, 0.0]","[-9.35, -4.31, -4.07, -4.64]"
"[0, 1, 1, 1, 1, 0, 0, 0, 0, 0]",0,0,4,0,1,1,1,1,0,0.0,-6.38,"[0.97, 2.05, 0.0, 0.62]","[0.97, 2.05, -0.9, 0.62]"
"[0, 1, 1, 1, 1, 0, 0, 0, 0, 1]",0,0,5,0,1,1,1,1,0,0.0,-12.9,"[0.0, 0.0, 0.0, 0.0]","[-5.54, -2.54, -3.24, -2.43]"
"[0, 1, 1, 1, 1, 0, 0, 0, 1, 0]",0,0,5,0,1,1,1,1,0,0.01,-4.26,"[0.0, 1.17, 0.0, 0.0]","[-0.92, 1.17, -1.62, -0.46]"
"[0, 1, 1, 1, 1, 0, 0, 0, 1, 1]",0,0,6,0,1,1,1,1,0,0.0,-12.9,"[0.0, 0.0, 0.0, 0.0]","[-7.43, -3.42, -3.96, -3.51]"
"[0, 1, 1, 1, 1, 0, 0, 1, 0, 0]",0,0,5,0,1,1,1,1,0,0.0,-10.13,"[0.0, 0.37, 0.0, 0.0]","[-2.86, 0.37, -2.41, -1.58]"
"[0, 1, 1, 1, 1, 0, 0, 1, 0, 1]",0,0,6,0,1,1,1,1,0,0.0,-12.9,"[0.0, 0.0, 0.0, 0.0]","[-9.36, -4.22, -4.75, -4.63]"
"[0, 1, 1, 1, 1, 0, 0, 1, 1, 0]",0,0,6,0,1,1,1,1,0,0.0,-12.9,"[0.0, 0.0, 0.0, 0.0]","[-4.74, -0.51, -3.13, -2.66]"
"[0, 1, 1, 1, 1, 0, 0, 1, 1, 1]",0,0,7,0,1,1,1,1,0,0.0,-12.9,"[0.0, 0.0, 0.0, 0.0]","[-11.25, -5.1, -5.47, -5.71]"
"[0, 1, 1, 1, 1, 0, 1, 0, 0, 0]",0,0,5,0,1,1,1,1,0,0.0,-40.04,"[8.54, 5.41, 2.08, 4.93]","[8.54, 5.41, 2.08, 4.93]"
"[0, 1, 1, 1, 1, 0, 1, 0, 0, 1]",0,0,6,0,1,1,1,1,0,0.0,-20.05,"[2.04, 0.82, 0.0, 1.87]","[2.04, 0.82, -0.26, 1.87]"
"[0, 1, 1, 1, 1, 0, 1, 0, 1, 0]",0,0,6,0,1,1,1,1,0,0.0,-33.55,"[6.66, 4.52, 1.36, 3.85]","[6.66, 4.52, 1.36, 3.85]"
"[0, 1, 1, 1, 1, 0, 1, 0, 1, 1]",0,0,7,0,1,1,1,1,0,0.0,-8.07,"[0.15, 0.0, 0.0, 0.79]","[0.15, -0.07, -0.98, 0.79]"
"[0, 1, 1, 1, 1, 0, 1, 1, 0, 0]",0,0,6,0,1,1,1,1,0,0.0,-26.39,"[4.72, 3.73, 0.57, 2.73]","[4.72, 3.73, 0.57, 2.73]"
"[0, 1, 1, 1, 1, 0, 1, 1, 0, 1]",0,0,7,0,1,1,1,1,0,0.0,-12.9,"[0.0, 0.0, 0.0, 0.0]","[-1.79, -0.86, -1.77, -0.32]"
"[0, 1, 1, 1, 1, 0, 1, 1, 1, 0]",0,0,7,0,1,1,1,1,0,0.0,-18.84,"[2.84, 2.85, 0.0, 1.65]","[2.84, 2.85, -0.15, 1.65]"
"[0, 1, 1, 1, 1, 0, 1, 1, 1, 1]",0,0,8,0,1,1,1,1,0,0.0,-12.9,"[0.0, 0.0, 0.0, 0.0]","[-3.67, -1.74, -2.49, -1.41]"
"[0, 1, 1, 1, 1, 1, 0, 0, 0, 0]",0,0,5,0,1,1,1,1,1,0.0,-5.77,"[0.0, 0.96, 0.0, 0.0]","[-1.87, 0.96, -4.02, -0.31]"
"[0, 1, 1, 1, 1, 1, 0, 0, 0, 1]",0,0,6,0,1,1,1,1,1,0.0,-12.9,"[0.0, 0.0, 0.0, 0.0]","[-8.38, -3.63, -6.36, -3.36]"
"[0, 1, 1, 1, 1, 1, 0, 0, 1, 0]",0,0,6,0,1,1,1,1,1,0.0,-12.34,"[0.0, 0.08, 0.0, 0.0]","[-3.76, 0.08, -4.74, -1.39]"
"[0, 1, 1, 1, 1, 1, 0, 0, 1, 1]",0,0,7,0,1,1,1,1,1,0.0,-12.9,"[0.0, 0.0, 0.0, 0.0]","[-10.26, -4.51, -7.08, -4.45]"
"[0, 1, 1, 1, 1, 1, 0, 1, 0, 0]",0,0,6,0,1,1,1,1,1,0.0,-12.9,"[0.0, 0.0, 0.0, 0.0]","[-5.69, -0.72, -5.54, -2.51]"
"[0, 1, 1, 1, 1, 1, 0, 1, 0, 1]",0,0,7,0,1,1,1,1,1,0.0,-12.9,"[0.0, 0.0, 0.0, 0.0]","[-12.2, -5.3, -7.88, -5.56]"
"[0, 1, 1, 1, 1, 1, 0, 1, 1, 0]",0,0,7,0,1,1,1,1,1,0.0,-12.9,"[0.0, 0.0, 0.0, 0.0]","[-7.58, -1.6, -6.26, -3.59]"
"[0, 1, 1, 1, 1, 1, 0, 1, 1, 1]",0,0,8,0,1,1,1,1,1,0.0,-12.9,"[0.0, 0.0, 0.0, 0.0]","[-14.09, -6.19, -8.59, -6.65]"
"[0, 1, 1, 1, 1, 1, 1, 0, 0, 0]",0,0,6,0,1,1,1,1,1,0.0,-29.13,"[5.7, 4.32, 0.0, 4.0]","[5.7, 4.32, -1.05, 4.0]"
"[0, 1, 1, 1, 1, 1, 1, 0, 0, 1]",0,0,7,0,1,1,1,1,1,0.01,-4.5,"[0.0, 0.0, 0.0, 0.94]","[-0.8, -0.27, -3.39, 0.94]"
"[0, 1, 1, 1, 1, 1, 1, 0, 1, 0]",0,0,7,0,1,1,1,1,1,0.0,-17.64,"[3.82, 3.43, 0.0, 2.91]","[3.82, 3.43, -1.77, 2.91]"
"[0, 1, 1, 1, 1, 1, 1, 0, 1, 1]",0,0,8,0,1,1,1,1,1,0.0,-12.9,"[0.0, 0.0, 0.0, 0.0]","[-2.69, -1.16, -4.1, -0.14]"
"[0, 1, 1, 1, 1, 1, 1, 1, 0, 0]",0,0,7,0,1,1,1,1,1,0.01,-4.97,"[1.88, 2.64, 0.0, 1.8]","[1.88, 2.64, -2.56, 1.8]"
"[0, 1, 1, 1, 1, 1, 1, 1, 0, 1]",0,0,8,0,1,1,1,1,1,0.0,-12.9,"[0.0, 0.0, 0.0, 0.0]","[-4.63, -1.95, -4.9, -1.26]"
"[0, 1, 1, 1, 1, 1, 1, 1, 1, 0]",1,1,8,0,1,1,1,1,1,1.0,6.49,"[0.0, 1.76, 0.0, 0.71]","[-0.0, 1.76, -3.28, 0.71]"
"[0, 1, 1, 1, 1, 1, 1, 1, 1, 1]",0,0,9,0,1,1,1,1,1,0.0,-12.9,"[0.0, 0.0, 0.0, 0.0]","[-6.51, -2.83, -5.62, -2.34]"
"[1, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0,0,1,1,0,0,0,0,0,0.0,-40.0,"[6.51, 0.59, 4.27, 3.87]","[6.51, 0.59, 4.27, 3.87]"
"[1, 0, 0, 0, 0, 0, 0, 0, 0, 1]",1,1,2,1,0,0,0,0,0,1.0,7.82,"[0.0, 0.0, 1.93, 0.82]","[-0.0, -4.0, 1.93, 0.82]"
"[1, 0, 0, 0, 0, 0, 0, 0, 1, 0]",0,0,2,1,0,0,0,0,0,0.0,-31.34,"[4.62, 0.0, 3.55, 2.79]","[4.62, -0.29, 3.55, 2.79]"
"[1, 0, 0, 0, 0, 0, 0, 0, 1, 1]",0,0,3,1,0,0,0,0,0,0.01,-4.45,"[0.0, 0.0, 1.22, 0.0]","[-1.88, -4.88, 1.22, -0.27]"
"[1, 0, 0, 0, 0, 0, 0, 1, 0, 0]",0,0,2,1,0,0,0,0,0,0.0,-18.31,"[2.69, 0.0, 2.76, 1.67]","[2.69, -1.08, 2.76, 1.67]"
"[1, 0, 0, 0, 0, 0, 0, 1, 0, 1]",0,0,3,1,0,0,0,0,0,0.0,-9.96,"[0.0, 0.0, 0.42, 0.0]","[-3.82, -5.67, 0.42, -1.38]"
"[1, 0, 0, 0, 0, 0, 0, 1, 1, 0]",0,0,3,1,0,0,0,0,0,0.01,-5.25,"[0.8, 0.0, 2.04, 0.59]","[0.8, -1.97, 2.04, 0.59]"
"[1, 0, 0, 0, 0, 0, 0, 1, 1, 1]",0,0,4,1,0,0,0,0,0,0.0,-12.9,"[0.0, 0.0, 0.0, 0.0]","[-5.71, -6.56, -0.3, -2.47]"
"[1, 0, 0, 0, 0, 0, 1, 0, 0, 0]",0,0,2,1,0,0,0,0,0,0.0,-67.42,"[14.08, 3.95, 7.25, 8.18]","[14.08, 3.95, 7.25, 8.18]"
"[1, 0, 0, 0, 0, 0, 1, 0, 0, 1]",0,0,3,1,0,0,0,0,0,0.0,-44.49,"[7.58, 0.0, 4.91, 5.12]","[7.58, -0.64, 4.91, 5.12]"
"[1, 0, 0, 0, 0, 0, 1, 0, 1, 0]",0,0,3,1,0,0,0,0,0,0.0,-60.92,"[12.2, 3.07, 6.53, 7.09]","[12.2, 3.07, 6.53, 7.09]"
"[1, 0, 0, 0, 0, 0, 1, 0, 1, 1]",0,0,4,1,0,0,0,0,0,0.0,-31.43,"[5.69, 0.0, 4.19, 4.04]","[5.69, -1.52, 4.19, 4.04]"
"[1, 0, 0, 0, 0, 0, 1, 1, 0, 0]",0,0,3,1,0,0,0,0,0,0.0,-53.76,"[10.26, 2.27, 5.74, 5.98]","[10.26, 2.27, 5.74, 5.98]"
"[1, 0, 0, 0, 0, 0, 1, 1, 0, 1]",0,0,4,1,0,0,0,0,0,0.0,-18.4,"[3.75, 0.0, 3.4, 2.92]","[3.75, -2.31, 3.4, 2.92]"
"[1, 0, 0, 0, 0, 0, 1, 1, 1, 0]",0,0,4,1,0,0,0,0,0,0.0,-47.27,"[8.38, 1.39, 5.02, 4.89]","[8.38, 1.39, 5.02, 4.89]"
"[1, 0, 0, 0, 0, 0, 1, 1, 1, 1]",0,0,5,1,0,0,0,0,0,0.0,-5.34,"[1.87, 0.0, 2.68, 1.84]","[1.87, -3.2, 2.68, 1.84]"
"[1, 0, 0, 0, 0, 1, 0, 0, 0, 0]",0,0,2,1,0,0,0,0,1,0.0,-32.69,"[3.67, 0.0, 1.15, 2.94]","[3.67, -0.5, 1.15, 2.94]"
"[1, 0, 0, 0, 0, 1, 0, 0, 0, 1]",0,0,3,1,0,0,0,0,1,0.0,-12.9,"[0.0, 0.0, 0.0, 0.0]","[-2.84, -5.09, -1.19, -0.12]"
"[1, 0, 0, 0, 0, 1, 0, 0, 1, 0]",0,0,3,1,0,0,0,0,1,0.0,-19.63,"[1.78, 0.0, 0.43, 1.85]","[1.78, -1.38, 0.43, 1.85]"
"[1, 0, 0, 0, 0, 1, 0, 0, 1, 1]",0,0,4,1,0,0,0,0,1,0.0,-12.9,"[0.0, 0.0, 0.0, 0.0]","[-4.72, -5.97, -1.91, -1.2]"
"[1, 0, 0, 0, 0, 1, 0, 1, 0, 0]",0,0,3,1,0,0,0,0,1,0.0,-6.33,"[0.0, 0.0, 0.0, 0.74]","[-0.15, -2.17, -0.37, 0.74]"
"[1, 0, 0, 0, 0, 1, 0, 1, 0, 1]",0,0,4,1,0,0,0,0,1,0.0,-12.9,"[0.0, 0.0, 0.0, 0.0]","[-6.66, -6.76, -2.7, -2.32]"
"[1, 0, 0, 0, 0, 1, 0, 1, 1, 0]",0,0,4,1,0,0,0,0,1,0.0,-12.9,"[0.0, 0.0, 0.0, 0.0]","[-2.04, -3.06, -1.08, -0.35]"
"[1, 0, 0, 0, 0, 1, 0, 1, 1, 1]",0,0,5,1,0,0,0,0,1,0.0,-12.9,"[0.0, 0.0, 0.0, 0.0]","[-8.55, -7.65, -3.42, -3.4]"
"[1, 0, 0, 0, 0, 1, 1, 0, 0, 0]",0,0,3,1,0,0,0,0,1,0.0,-63.78,"[11.25, 2.86, 4.12, 7.24]","[11.25, 2.86, 4.12, 7.24]"
"[1, 0, 0, 0, 0, 1, 1, 0, 0, 1]",0,0,4,1,0,0,0,0,1,0.0,-32.78,"[4.74, 0.0, 1.79, 4.19]","[4.74, -1.73, 1.79, 4.19]"
"[1, 0, 0, 0, 0, 1, 1, 0, 1, 0]",0,0,4,1,0,0,0,0,1,0.0,-57.29,"[9.36, 1.98, 3.41, 6.16]","[9.36, 1.98, 3.41, 6.16]"
"[1, 0, 0, 0, 0, 1, 1, 0, 1, 1]",0,0,5,1,0,0,0,0,1,0.0,-19.72,"[2.85, 0.0, 1.07, 3.11]","[2.85, -2.61, 1.07, 3.11]"
"[1, 0, 0, 0, 0, 1, 1, 1, 0, 0]",0,0,4,1,0,0,0,0,1,0.0,-50.13,"[7.42, 1.18, 2.61, 5.04]","[7.42, 1.18, 2.61, 5.04]"
"[1, 0, 0, 0, 0, 1, 1, 1, 0, 1]",0,0,5,1,0,0,0,0,1,0.0,-6.69,"[0.91, 0.0, 0.27, 1.99]","[0.91, -3.4, 0.27, 1.99]"
