X,Y,Predicted,Number of 1's,F1,F2,F3,F4,F5,F6,A2,Z2,A1,Z1
"[0, 1, 1, 0, 0, 0, 1, 1, 1, 1]",0,0,6,0,1,1,0,0,0,0.02,-3.9,"[0.63, 0.3, 1.67, 0.0]","[0.63, 0.3, 1.67, -2.08]"
"[0, 1, 1, 0, 0, 1, 0, 0, 0, 0]",0,0,3,0,1,1,0,0,1,0.0,-18.15,"[3.95, 3.02, 2.21, 0.86]","[3.95, 3.02, 2.21, 0.86]"
"[0, 1, 1, 0, 0, 1, 0, 0, 0, 1]",0,0,4,0,1,1,0,0,1,0.0,-7.53,"[0.0, 0.0, 0.34, 0.0]","[-0.67, -0.64, 0.34, -0.54]"
"[0, 1, 1, 0, 0, 1, 0, 0, 1, 0]",0,0,4,0,1,1,0,0,1,0.0,-11.8,"[2.01, 2.19, 1.08, 0.18]","[2.01, 2.19, 1.08, 0.18]"
"[0, 1, 1, 0, 0, 1, 0, 0, 1, 1]",0,0,5,0,1,1,0,0,1,0.0,-9.87,"[0.0, 0.0, 0.0, 0.0]","[-2.62, -1.47, -0.79, -1.22]"
"[0, 1, 1, 0, 0, 1, 0, 1, 0, 0]",0,0,4,0,1,1,0,0,1,0.09,-2.35,"[0.0, 1.24, 0.0, 0.0]","[-0.19, 1.24, -0.09, -0.45]"
"[0, 1, 1, 0, 0, 1, 0, 1, 0, 1]",0,0,5,0,1,1,0,0,1,0.0,-9.87,"[0.0, 0.0, 0.0, 0.0]","[-4.82, -2.41, -1.96, -1.85]"
"[0, 1, 1, 0, 0, 1, 0, 1, 1, 0]",0,0,5,0,1,1,0,0,1,0.0,-7.37,"[0.0, 0.41, 0.0, 0.0]","[-2.14, 0.41, -1.22, -1.13]"
"[0, 1, 1, 0, 0, 1, 0, 1, 1, 1]",0,0,6,0,1,1,0,0,1,0.0,-9.87,"[0.0, 0.0, 0.0, 0.0]","[-6.76, -3.24, -3.09, -2.53]"
"[0, 1, 1, 0, 0, 1, 1, 0, 0, 0]",0,0,4,0,1,1,0,0,1,0.0,-37.3,"[9.23, 5.27, 5.06, 2.63]","[9.23, 5.27, 5.06, 2.63]"
"[0, 1, 1, 0, 0, 1, 1, 0, 0, 1]",0,0,5,0,1,1,0,0,1,0.0,-25.55,"[4.6, 1.61, 3.19, 1.23]","[4.6, 1.61, 3.19, 1.23]"
"[0, 1, 1, 0, 0, 1, 1, 0, 1, 0]",0,0,5,0,1,1,0,0,1,0.0,-30.95,"[7.28, 4.44, 3.93, 1.95]","[7.28, 4.44, 3.93, 1.95]"
"[0, 1, 1, 0, 0, 1, 1, 0, 1, 1]",0,0,6,0,1,1,0,0,1,0.0,-19.2,"[2.66, 0.78, 2.06, 0.55]","[2.66, 0.78, 2.06, 0.55]"
"[0, 1, 1, 0, 0, 1, 1, 1, 0, 0]",0,0,5,0,1,1,0,0,1,0.0,-22.23,"[5.08, 3.49, 2.77, 1.32]","[5.08, 3.49, 2.77, 1.32]"
"[0, 1, 1, 0, 0, 1, 1, 1, 0, 1]",0,0,6,0,1,1,0,0,1,0.0,-9.05,"[0.46, 0.0, 0.9, 0.0]","[0.46, -0.16, 0.9, -0.08]"
"[0, 1, 1, 0, 0, 1, 1, 1, 1, 0]",0,0,6,0,1,1,0,0,1,0.0,-15.88,"[3.14, 2.66, 1.63, 0.64]","[3.14, 2.66, 1.63, 0.64]"
"[0, 1, 1, 0, 0, 1, 1, 1, 1, 1]",0,0,7,0,1,1,0,0,1,0.0,-9.87,"[0.0, 0.0, 0.0, 0.0]","[-1.49, -0.99, -0.24, -0.76]"
"[0, 1, 1, 0, 1, 0, 0, 0, 0, 0]",0,0,3,0,1,1,0,1,0,0.0,-33.01,"[8.18, 4.96, 4.53, 2.17]","[8.18, 4.96, 4.53, 2.17]"
"[0, 1, 1, 0, 1, 0, 0, 0, 0, 1]",0,0,4,0,1,1,0,1,0,0.0,-21.26,"[3.55, 1.3, 2.66, 0.77]","[3.55, 1.3, 2.66, 0.77]"
"[0, 1, 1, 0, 1, 0, 0, 0, 1, 0]",0,0,4,0,1,1,0,1,0,0.0,-26.66,"[6.23, 4.13, 3.39, 1.49]","[6.23, 4.13, 3.39, 1.49]"
"[0, 1, 1, 0, 1, 0, 0, 0, 1, 1]",0,0,5,0,1,1,0,1,0,0.0,-14.91,"[1.61, 0.47, 1.52, 0.09]","[1.61, 0.47, 1.52, 0.09]"
"[0, 1, 1, 0, 1, 0, 0, 1, 0, 0]",0,0,4,0,1,1,0,1,0,0.0,-17.93,"[4.03, 3.18, 2.23, 0.86]","[4.03, 3.18, 2.23, 0.86]"
"[0, 1, 1, 0, 1, 0, 0, 1, 0, 1]",0,0,5,0,1,1,0,1,0,0.0,-7.38,"[0.0, 0.0, 0.36, 0.0]","[-0.59, -0.47, 0.36, -0.54]"
"[0, 1, 1, 0, 1, 0, 0, 1, 1, 0]",0,0,5,0,1,1,0,1,0,0.0,-11.58,"[2.09, 2.36, 1.1, 0.18]","[2.09, 2.36, 1.1, 0.18]"
"[0, 1, 1, 0, 1, 0, 0, 1, 1, 1]",0,0,6,0,1,1,0,1,0,0.0,-9.87,"[0.0, 0.0, 0.0, 0.0]","[-2.54, -1.3, -0.77, -1.22]"
"[0, 1, 1, 0, 1, 0, 1, 0, 0, 0]",0,0,4,0,1,1,0,1,0,0.0,-52.16,"[13.45, 7.21, 7.38, 3.95]","[13.45, 7.21, 7.38, 3.95]"
"[0, 1, 1, 0, 1, 0, 1, 0, 0, 1]",0,0,5,0,1,1,0,1,0,0.0,-40.41,"[8.83, 3.55, 5.51, 2.54]","[8.83, 3.55, 5.51, 2.54]"
"[0, 1, 1, 0, 1, 0, 1, 0, 1, 0]",0,0,5,0,1,1,0,1,0,0.0,-45.81,"[11.51, 6.38, 6.25, 3.26]","[11.51, 6.38, 6.25, 3.26]"
"[0, 1, 1, 0, 1, 0, 1, 0, 1, 1]",0,0,6,0,1,1,0,1,0,0.0,-34.06,"[6.88, 2.73, 4.38, 1.86]","[6.88, 2.73, 4.38, 1.86]"
"[0, 1, 1, 0, 1, 0, 1, 1, 0, 0]",0,0,5,0,1,1,0,1,0,0.0,-37.09,"[9.31, 5.43, 5.08, 2.63]","[9.31, 5.43, 5.08, 2.63]"
"[0, 1, 1, 0, 1, 0, 1, 1, 0, 1]",0,0,6,0,1,1,0,1,0,0.0,-25.34,"[4.68, 1.78, 3.21, 1.23]","[4.68, 1.78, 3.21, 1.23]"
"[0, 1, 1, 0, 1, 0, 1, 1, 1, 0]",0,0,6,0,1,1,0,1,0,0.0,-30.74,"[7.36, 4.61, 3.95, 1.95]","[7.36, 4.61, 3.95, 1.95]"
"[0, 1, 1, 0, 1, 0, 1, 1, 1, 1]",0,0,7,0,1,1,0,1,0,0.0,-18.99,"[2.74, 0.95, 2.08, 0.55]","[2.74, 0.95, 2.08, 0.55]"
"[0, 1, 1, 0, 1, 1, 0, 0, 0, 0]",0,0,4,0,1,1,0,1,1,0.0,-22.04,"[6.06, 3.67, 2.62, 3.49]","[6.06, 3.67, 2.62, 3.49]"
"[0, 1, 1, 0, 1, 1, 0, 0, 0, 1]",0,0,5,0,1,1,0,1,1,0.0,-10.29,"[1.44, 0.01, 0.75, 2.09]","[1.44, 0.01, 0.75, 2.09]"
"[0, 1, 1, 0, 1, 1, 0, 0, 1, 0]",0,0,5,0,1,1,0,1,1,0.0,-15.69,"[4.12, 2.84, 1.48, 2.81]","[4.12, 2.84, 1.48, 2.81]"
"[0, 1, 1, 0, 1, 1, 0, 0, 1, 1]",0,0,6,0,1,1,0,1,1,0.09,-2.3,"[0.0, 0.0, 0.0, 1.41]","[-0.51, -0.81, -0.39, 1.41]"
"[0, 1, 1, 0, 1, 1, 0, 1, 0, 0]",0,0,5,0,1,1,0,1,1,0.0,-6.96,"[1.92, 1.89, 0.32, 2.18]","[1.92, 1.89, 0.32, 2.18]"
"[0, 1, 1, 0, 1, 1, 0, 1, 0, 1]",0,0,6,0,1,1,0,1,1,0.0,-5.69,"[0.0, 0.0, 0.0, 0.78]","[-2.71, -1.76, -1.55, 0.78]"
"[0, 1, 1, 0, 1, 1, 0, 1, 1, 0]",1,1,6,0,1,1,0,1,1,0.99,4.66,"[0.0, 1.07, 0.0, 1.5]","[-0.03, 1.07, -0.81, 1.5]"
"[0, 1, 1, 0, 1, 1, 0, 1, 1, 1]",0,0,7,0,1,1,0,1,1,0.0,-9.36,"[0.0, 0.0, 0.0, 0.09]","[-4.65, -2.59, -2.68, 0.09]"
"[0, 1, 1, 0, 1, 1, 1, 0, 0, 0]",0,0,5,0,1,1,0,1,1,0.0,-41.19,"[11.34, 5.92, 5.47, 5.26]","[11.34, 5.92, 5.47, 5.26]"
"[0, 1, 1, 0, 1, 1, 1, 0, 0, 1]",0,0,6,0,1,1,0,1,1,0.0,-29.44,"[6.71, 2.26, 3.6, 3.86]","[6.71, 2.26, 3.6, 3.86]"
"[0, 1, 1, 0, 1, 1, 1, 0, 1, 0]",0,0,6,0,1,1,0,1,1,0.0,-34.84,"[9.39, 5.09, 4.34, 4.58]","[9.39, 5.09, 4.34, 4.58]"
"[0, 1, 1, 0, 1, 1, 1, 0, 1, 1]",0,0,7,0,1,1,0,1,1,0.0,-23.1,"[4.77, 1.44, 2.47, 3.18]","[4.77, 1.44, 2.47, 3.18]"
"[0, 1, 1, 0, 1, 1, 1, 1, 0, 0]",0,0,6,0,1,1,0,1,1,0.0,-26.12,"[7.19, 4.15, 3.17, 3.95]","[7.19, 4.15, 3.17, 3.95]"
"[0, 1, 1, 0, 1, 1, 1, 1, 0, 1]",0,0,7,0,1,1,0,1,1,0.0,-14.37,"[2.57, 0.49, 1.3, 2.55]","[2.57, 0.49, 1.3, 2.55]"
"[0, 1, 1, 0, 1, 1, 1, 1, 1, 0]",0,0,7,0,1,1,0,1,1,0.0,-19.77,"[5.25, 3.32, 2.04, 3.27]","[5.25, 3.32, 2.04, 3.27]"
"[0, 1, 1, 0, 1, 1, 1, 1, 1, 1]",0,0,8,0,1,1,0,1,1,0.0,-5.97,"[0.62, 0.0, 0.17, 1.87]","[0.62, -0.34, 0.17, 1.87]"
"[0, 1, 1, 1, 0, 0, 0, 0, 0, 0]",0,1,3,0,1,1,1,0,0,0.87,1.91,"[0.78, 2.06, 1.23, 0.0]","[0.78, 2.06, 1.23, -2.27]"
"[0, 1, 1, 1, 0, 0, 0, 0, 0, 1]",0,0,4,0,1,1,1,0,0,0.0,-9.87,"[0.0, 0.0, 0.0, 0.0]","[-3.84, -1.59, -0.64, -3.67]"
"[0, 1, 1, 1, 0, 0, 0, 0, 1, 0]",0,0,4,0,1,1,1,0,0,0.15,-1.7,"[0.0, 1.23, 0.1, 0.0]","[-1.16, 1.23, 0.1, -2.95]"
"[0, 1, 1, 1, 0, 0, 0, 0, 1, 1]",0,0,5,0,1,1,1,0,0,0.0,-9.87,"[0.0, 0.0, 0.0, 0.0]","[-5.79, -2.42, -1.77, -4.35]"
"[0, 1, 1, 1, 0, 0, 0, 1, 0, 0]",0,0,4,0,1,1,1,0,0,0.0,-8.13,"[0.0, 0.29, 0.0, 0.0]","[-3.36, 0.29, -1.06, -3.58]"
"[0, 1, 1, 1, 0, 0, 0, 1, 0, 1]",0,0,5,0,1,1,1,0,0,0.0,-9.87,"[0.0, 0.0, 0.0, 0.0]","[-7.99, -3.37, -2.93, -4.98]"
"[0, 1, 1, 1, 0, 0, 0, 1, 1, 0]",0,0,5,0,1,1,1,0,0,0.0,-9.87,"[0.0, 0.0, 0.0, 0.0]","[-5.31, -0.54, -2.19, -4.26]"
"[0, 1, 1, 1, 0, 0, 0, 1, 1, 1]",0,0,6,0,1,1,1,0,0,0.0,-9.87,"[0.0, 0.0, 0.0, 0.0]","[-9.93, -4.2, -4.07, -5.66]"
"[0, 1, 1, 1, 0, 0, 1, 0, 0, 0]",0,0,4,0,1,1,1,0,0,0.0,-26.76,"[6.06, 4.31, 4.09, 0.0]","[6.06, 4.31, 4.09, -0.5]"
"[0, 1, 1, 1, 0, 0, 1, 0, 0, 1]",0,0,5,0,1,1,1,0,0,0.0,-7.46,"[1.43, 0.66, 2.22, 0.0]","[1.43, 0.66, 2.22, -1.9]"
"[0, 1, 1, 1, 0, 0, 1, 0, 1, 0]",0,0,5,0,1,1,1,0,0,0.0,-16.75,"[4.12, 3.49, 2.95, 0.0]","[4.12, 3.49, 2.95, -1.18]"
"[0, 1, 1, 1, 0, 0, 1, 0, 1, 1]",0,0,6,0,1,1,1,0,0,0.08,-2.41,"[0.0, 0.0, 1.08, 0.0]","[-0.51, -0.17, 1.08, -2.58]"
"[0, 1, 1, 1, 0, 0, 1, 1, 0, 0]",0,0,5,0,1,1,1,0,0,0.01,-4.63,"[1.91, 2.54, 1.79, 0.0]","[1.91, 2.54, 1.79, -1.81]"
"[0, 1, 1, 1, 0, 0, 1, 1, 0, 1]",0,0,6,0,1,1,1,0,0,0.0,-9.87,"[0.0, 0.0, 0.0, 0.0]","[-2.71, -1.12, -0.08, -3.21]"
"[0, 1, 1, 1, 0, 0, 1, 1, 1, 0]",1,1,6,0,1,1,1,0,0,0.99,5.03,"[0.0, 1.71, 0.66, 0.0]","[-0.03, 1.71, 0.66, -2.49]"
"[0, 1, 1, 1, 0, 0, 1, 1, 1, 1]",0,0,7,0,1,1,1,0,0,0.0,-9.87,"[0.0, 0.0, 0.0, 0.0]","[-4.66, -1.95, -1.21, -3.89]"
"[0, 1, 1, 1, 0, 1, 0, 0, 0, 0]",0,0,4,0,1,1,1,0,1,0.01,-5.18,"[0.0, 0.77, 0.0, 0.0]","[-1.33, 0.77, -0.68, -0.95]"
"[0, 1, 1, 1, 0, 1, 0, 0, 0, 1]",0,0,5,0,1,1,1,0,1,0.0,-9.87,"[0.0, 0.0, 0.0, 0.0]","[-5.96, -2.88, -2.55, -2.35]"
"[0, 1, 1, 1, 0, 1, 0, 0, 1, 0]",0,0,5,0,1,1,1,0,1,0.0,-9.87,"[0.0, 0.0, 0.0, 0.0]","[-3.28, -0.05, -1.81, -1.63]"
"[0, 1, 1, 1, 0, 1, 0, 0, 1, 1]",0,0,6,0,1,1,1,0,1,0.0,-9.87,"[0.0, 0.0, 0.0, 0.0]","[-7.9, -3.71, -3.68, -3.04]"
"[0, 1, 1, 1, 0, 1, 0, 1, 0, 0]",0,0,5,0,1,1,1,0,1,0.0,-9.87,"[0.0, 0.0, 0.0, 0.0]","[-5.48, -1.0, -2.97, -2.26]"
"[0, 1, 1, 1, 0, 1, 0, 1, 0, 1]",0,0,6,0,1,1,1,0,1,0.0,-9.87,"[0.0, 0.0, 0.0, 0.0]","[-10.1, -4.66, -4.84, -3.66]"
"[0, 1, 1, 1, 0, 1, 0, 1, 1, 0]",0,0,6,0,1,1,1,0,1,0.0,-9.87,"[0.0, 0.0, 0.0, 0.0]","[-7.42, -1.83, -4.11, -2.94]"
"[0, 1, 1, 1, 0, 1, 0, 1, 1, 1]",0,0,7,0,1,1,1,0,1,0.0,-9.87,"[0.0, 0.0, 0.0, 0.0]","[-12.05, -5.48, -5.98, -4.35]"
"[0, 1, 1, 1, 0, 1, 1, 0, 0, 0]",0,0,5,0,1,1,1,0,1,0.0,-18.46,"[3.94, 3.02, 2.18, 0.82]","[3.94, 3.02, 2.18, 0.82]"
"[0, 1, 1, 1, 0, 1, 1, 0, 0, 1]",0,0,6,0,1,1,1,0,1,0.0,-7.77,"[0.0, 0.0, 0.3, 0.0]","[-0.68, -0.63, 0.3, -0.58]"
"[0, 1, 1, 1, 0, 1, 1, 0, 1, 0]",0,0,6,0,1,1,1,0,1,0.0,-12.12,"[2.0, 2.2, 1.04, 0.14]","[2.0, 2.2, 1.04, 0.14]"
"[0, 1, 1, 1, 0, 1, 1, 0, 1, 1]",0,0,7,0,1,1,1,0,1,0.0,-9.87,"[0.0, 0.0, 0.0, 0.0]","[-2.63, -1.46, -0.83, -1.26]"
"[0, 1, 1, 1, 0, 1, 1, 1, 0, 0]",0,0,6,0,1,1,1,0,1,0.09,-2.3,"[0.0, 1.25, 0.0, 0.0]","[-0.2, 1.25, -0.12, -0.49]"
"[0, 1, 1, 1, 0, 1, 1, 1, 0, 1]",0,0,7,0,1,1,1,0,1,0.0,-9.87,"[0.0, 0.0, 0.0, 0.0]","[-4.83, -2.41, -1.99, -1.89]"
"[0, 1, 1, 1, 0, 1, 1, 1, 1, 0]",0,0,7,0,1,1,1,0,1,0.0,-7.31,"[0.0, 0.42, 0.0, 0.0]","[-2.15, 0.42, -1.25, -1.17]"
"[0, 1, 1, 1, 0, 1, 1, 1, 1, 1]",0,0,8,0,1,1,1,0,1,0.0,-9.87,"[0.0, 0.0, 0.0, 0.0]","[-6.77, -3.23, -3.12, -2.58]"
"[0, 1, 1, 1, 1, 0, 0, 0, 0, 0]",0,0,4,0,1,1,1,1,0,0.0,-14.17,"[2.89, 2.72, 1.64, 0.36]","[2.89, 2.72, 1.64, 0.36]"
"[0, 1, 1, 1, 1, 0, 0, 0, 0, 1]",0,0,5,0,1,1,1,1,0,0.0,-9.87,"[0.0, 0.0, 0.0, 0.0]","[-1.73, -0.94, -0.23, -1.04]"
"[0, 1, 1, 1, 1, 0, 0, 0, 1, 0]",0,0,5,0,1,1,1,1,0,0.0,-6.1,"[0.95, 1.89, 0.51, 0.0]","[0.95, 1.89, 0.51, -0.32]"
"[0, 1, 1, 1, 1, 0, 0, 0, 1, 1]",0,0,6,0,1,1,1,1,0,0.0,-9.87,"[0.0, 0.0, 0.0, 0.0]","[-3.68, -1.77, -1.36, -1.72]"
"[0, 1, 1, 1, 1, 0, 0, 1, 0, 0]",0,0,5,0,1,1,1,1,0,0.02,-4.17,"[0.0, 0.94, 0.0, 0.0]","[-1.25, 0.94, -0.65, -0.95]"
"[0, 1, 1, 1, 1, 0, 0, 1, 0, 1]",0,0,6,0,1,1,1,1,0,0.0,-9.87,"[0.0, 0.0, 0.0, 0.0]","[-5.88, -2.72, -2.53, -2.35]"
"[0, 1, 1, 1, 1, 0, 0, 1, 1, 0]",0,0,6,0,1,1,1,1,0,0.0,-9.18,"[0.0, 0.11, 0.0, 0.0]","[-3.2, 0.11, -1.79, -1.63]"
"[0, 1, 1, 1, 1, 0, 0, 1, 1, 1]",0,0,7,0,1,1,1,1,0,0.0,-9.87,"[0.0, 0.0, 0.0, 0.0]","[-7.82, -3.54, -3.66, -3.04]"
"[0, 1, 1, 1, 1, 0, 1, 0, 0, 0]",0,0,5,0,1,1,1,1,0,0.0,-33.32,"[8.17, 4.97, 4.49, 2.13]","[8.17, 4.97, 4.49, 2.13]"
"[0, 1, 1, 1, 1, 0, 1, 0, 0, 1]",0,0,6,0,1,1,1,1,0,0.0,-21.58,"[3.55, 1.31, 2.62, 0.73]","[3.55, 1.31, 2.62, 0.73]"
"[0, 1, 1, 1, 1, 0, 1, 0, 1, 0]",0,0,6,0,1,1,1,1,0,0.0,-26.98,"[6.23, 4.14, 3.36, 1.45]","[6.23, 4.14, 3.36, 1.45]"
"[0, 1, 1, 1, 1, 0, 1, 0, 1, 1]",0,0,7,0,1,1,1,1,0,0.0,-15.23,"[1.6, 0.48, 1.49, 0.05]","[1.6, 0.48, 1.49, 0.05]"
"[0, 1, 1, 1, 1, 0, 1, 1, 0, 0]",0,0,6,0,1,1,1,1,0,0.0,-18.25,"[4.03, 3.19, 2.2, 0.82]","[4.03, 3.19, 2.2, 0.82]"
"[0, 1, 1, 1, 1, 0, 1, 1, 0, 1]",0,0,7,0,1,1,1,1,0,0.0,-7.61,"[0.0, 0.0, 0.33, 0.0]","[-0.6, -0.46, 0.33, -0.58]"
"[0, 1, 1, 1, 1, 0, 1, 1, 1, 0]",0,0,7,0,1,1,1,1,0,0.0,-11.9,"[2.08, 2.36, 1.07, 0.14]","[2.08, 2.36, 1.07, 0.14]"
"[0, 1, 1, 1, 1, 0, 1, 1, 1, 1]",0,0,8,0,1,1,1,1,0,0.0,-9.87,"[0.0, 0.0, 0.0, 0.0]","[-2.55, -1.29, -0.81, -1.26]"
"[0, 1, 1, 1, 1, 1, 0, 0, 0, 0]",0,0,5,0,1,1,1,1,1,0.21,-1.34,"[0.78, 1.43, 0.0, 1.68]","[0.78, 1.43, -0.27, 1.68]"
"[0, 1, 1, 1, 1, 1, 0, 0, 0, 1]",0,0,6,0,1,1,1,1,1,0.0,-8.38,"[0.0, 0.0, 0.0, 0.28]","[-3.85, -2.23, -2.14, 0.28]"
"[0, 1, 1, 1, 1, 1, 0, 0, 1, 0]",0,0,6,0,1,1,1,1,1,0.3,-0.87,"[0.0, 0.6, 0.0, 1.0]","[-1.17, 0.6, -1.4, 1.0]"
"[0, 1, 1, 1, 1, 1, 0, 0, 1, 1]",0,0,7,0,1,1,1,1,1,0.0,-9.87,"[0.0, 0.0, 0.0, 0.0]","[-5.79, -3.06, -3.27, -0.41]"
"[0, 1, 1, 1, 1, 1, 0, 1, 0, 0]",0,0,6,0,1,1,1,1,1,0.0,-7.88,"[0.0, 0.0, 0.0, 0.37]","[-3.37, -0.35, -2.57, 0.37]"
"[0, 1, 1, 1, 1, 1, 0, 1, 0, 1]",0,0,7,0,1,1,1,1,1,0.0,-9.87,"[0.0, 0.0, 0.0, 0.0]","[-7.99, -4.0, -4.44, -1.04]"
"[0, 1, 1, 1, 1, 1, 0, 1, 1, 0]",0,0,7,0,1,1,1,1,1,0.0,-9.87,"[0.0, 0.0, 0.0, 0.0]","[-5.31, -1.18, -3.7, -0.31]"
"[0, 1, 1, 1, 1, 1, 0, 1, 1, 1]",0,0,8,0,1,1,1,1,1,0.0,-9.87,"[0.0, 0.0, 0.0, 0.0]","[-9.94, -4.83, -5.57, -1.72]"
"[0, 1, 1, 1, 1, 1, 1, 0, 0, 0]",0,0,6,0,1,1,1,1,1,0.0,-22.36,"[6.06, 3.68, 2.58, 3.45]","[6.06, 3.68, 2.58, 3.45]"
"[0, 1, 1, 1, 1, 1, 1, 0, 0, 1]",0,0,7,0,1,1,1,1,1,0.0,-10.61,"[1.43, 0.02, 0.71, 2.05]","[1.43, 0.02, 0.71, 2.05]"
"[0, 1, 1, 1, 1, 1, 1, 0, 1, 0]",0,0,7,0,1,1,1,1,1,0.0,-16.01,"[4.11, 2.85, 1.45, 2.77]","[4.11, 2.85, 1.45, 2.77]"
"[0, 1, 1, 1, 1, 1, 1, 0, 1, 1]",0,0,8,0,1,1,1,1,1,0.07,-2.53,"[0.0, 0.0, 0.0, 1.36]","[-0.52, -0.81, -0.42, 1.36]"
"[0, 1, 1, 1, 1, 1, 1, 1, 0, 0]",0,0,7,0,1,1,1,1,1,0.0,-7.28,"[1.91, 1.9, 0.29, 2.14]","[1.91, 1.9, 0.29, 2.14]"
"[0, 1, 1, 1, 1, 1, 1, 1, 0, 1]",0,0,8,0,1,1,1,1,1,0.0,-5.91,"[0.0, 0.0, 0.0, 0.74]","[-2.72, -1.75, -1.58, 0.74]"
"[0, 1, 1, 1, 1, 1, 1, 1, 1, 0]",1,1,8,0,1,1,1,1,1,0.99,4.49,"[0.0, 1.08, 0.0, 1.46]","[-0.03, 1.08, -0.85, 1.46]"
"[0, 1, 1, 1, 1, 1, 1, 1, 1, 1]",0,0,9,0,1,1,1,1,1,0.0,-9.58,"[0.0, 0.0, 0.0, 0.05]","[-4.66, -2.58, -2.72, 0.05]"
"[1, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0,0,1,1,0,0,0,0,0,0.0,-31.52,"[4.6, 0.86, 3.95, 0.0]","[4.6, 0.86, 3.95, -0.54]"
"[1, 0, 0, 0, 0, 0, 0, 0, 0, 1]",1,1,2,1,0,0,0,0,0,0.99,4.48,"[0.0, 0.0, 2.08, 0.0]","[-0.02, -2.8, 2.08, -1.94]"
"[1, 0, 0, 0, 0, 0, 0, 0, 1, 0]",0,0,2,1,0,0,0,0,0,0.0,-21.5,"[2.66, 0.03, 2.82, 0.0]","[2.66, 0.03, 2.82, -1.22]"
"[1, 0, 0, 0, 0, 0, 0, 0, 1, 1]",0,0,3,1,0,0,0,0,0,0.03,-3.32,"[0.0, 0.0, 0.95, 0.0]","[-1.97, -3.63, 0.95, -2.62]"
"[1, 0, 0, 0, 0, 0, 0, 1, 0, 0]",0,0,2,1,0,0,0,0,0,0.02,-3.83,"[0.46, 0.0, 1.66, 0.0]","[0.46, -0.92, 1.66, -1.85]"
"[1, 0, 0, 0, 0, 0, 0, 1, 0, 1]",0,0,3,1,0,0,0,0,0,0.0,-9.87,"[0.0, 0.0, 0.0, 0.0]","[-4.17, -4.57, -0.21, -3.25]"
"[1, 0, 0, 0, 0, 0, 0, 1, 1, 0]",0,0,3,1,0,0,0,0,0,0.0,-6.25,"[0.0, 0.0, 0.53, 0.0]","[-1.49, -1.74, 0.53, -2.53]"
"[1, 0, 0, 0, 0, 0, 0, 1, 1, 1]",0,0,4,1,0,0,0,0,0,0.0,-9.87,"[0.0, 0.0, 0.0, 0.0]","[-6.11, -5.4, -1.35, -3.93]"
"[1, 0, 0, 0, 0, 0, 1, 0, 0, 0]",0,0,2,1,0,0,0,0,0,0.0,-53.56,"[9.88, 3.11, 6.81, 1.23]","[9.88, 3.11, 6.81, 1.23]"
"[1, 0, 0, 0, 0, 0, 1, 0, 0, 1]",0,0,3,1,0,0,0,0,0,0.0,-37.58,"[5.26, 0.0, 4.93, 0.0]","[5.26, -0.55, 4.93, -0.17]"
"[1, 0, 0, 0, 0, 0, 1, 0, 1, 0]",0,0,3,1,0,0,0,0,0,0.0,-47.21,"[7.94, 2.28, 5.67, 0.55]","[7.94, 2.28, 5.67, 0.55]"
"[1, 0, 0, 0, 0, 0, 1, 0, 1, 1]",0,0,4,1,0,0,0,0,0,0.0,-22.55,"[3.31, 0.0, 3.8, 0.0]","[3.31, -1.37, 3.8, -0.85]"
"[1, 0, 0, 0, 0, 0, 1, 1, 0, 0]",0,0,3,1,0,0,0,0,0,0.0,-38.07,"[5.74, 1.33, 4.51, 0.0]","[5.74, 1.33, 4.51, -0.08]"
"[1, 0, 0, 0, 0, 0, 1, 1, 0, 1]",0,0,4,1,0,0,0,0,0,0.01,-4.71,"[1.11, 0.0, 2.64, 0.0]","[1.11, -2.32, 2.64, -1.48]"
"[1, 0, 0, 0, 0, 0, 1, 1, 1, 0]",0,0,4,1,0,0,0,0,0,0.0,-28.05,"[3.79, 0.51, 3.38, 0.0]","[3.79, 0.51, 3.38, -0.76]"
"[1, 0, 0, 0, 0, 0, 1, 1, 1, 1]",0,1,5,1,0,0,0,0,0,0.63,0.52,"[0.0, 0.0, 1.51, 0.0]","[-0.84, -3.15, 1.51, -2.16]"
"[1, 0, 0, 0, 0, 1, 0, 0, 0, 0]",0,0,2,1,0,0,0,0,1,0.0,-20.83,"[2.49, 0.0, 2.04, 0.78]","[2.49, -0.43, 2.04, 0.78]"
"[1, 0, 0, 0, 0, 1, 0, 0, 0, 1]",0,0,3,1,0,0,0,0,1,0.0,-8.68,"[0.0, 0.0, 0.17, 0.0]","[-2.14, -4.09, 0.17, -0.62]"
"[1, 0, 0, 0, 0, 1, 0, 0, 1, 0]",0,0,3,1,0,0,0,0,1,0.0,-9.47,"[0.54, 0.0, 0.91, 0.1]","[0.54, -1.26, 0.91, 0.1]"
"[1, 0, 0, 0, 0, 1, 0, 0, 1, 1]",0,0,4,1,0,0,0,0,1,0.0,-9.87,"[0.0, 0.0, 0.0, 0.0]","[-4.08, -4.91, -0.96, -1.31]"
"[1, 0, 0, 0, 0, 1, 0, 1, 0, 0]",0,0,3,1,0,0,0,0,1,0.0,-9.87,"[0.0, 0.0, 0.0, 0.0]","[-1.66, -2.21, -0.25, -0.53]"
